0.567604,0.067800,0.254872,0.398929,0.634693,0.548531
0.226219,0.509263,0.783437,0.530894,0.452256,0.443799
0.611811,1.000000,0.552168,0.612430,0.704380,0.181518
0.961957,0.738808,0.437901,0.878952,0.958664,0.590358
0.754898,0.492206,0.424163,0.820443,0.933238,0.941625
0.743766,0.666597,0.695551,0.647015,0.827379,0.707712
